Wall time,Step,Value
1747085226.029114,99,2.3602000510436483e-05
1747085316.70832,379,7.904200174380094e-05
1747085374.896727,559,0.00011468199954833835
1747085459.9209769,819,0.00016616200446151197
1747085506.012167,959,0.0001938820059876889
1747085512.60246,979,0.00019784200412686914
1747085604.9897158,1259,0.00025328199262730777
1747085611.6363764,1279,0.00025724200531840324
1747085638.7891114,1359,0.0002730819978751242
1747085666.8911378,1439,0.0002889219904318452
1747085771.9008868,1559,0.0003126820083707571
1747085809.0224607,1659,0.00033248201361857355
1747085860.7261996,1799,0.00036020198604092
1747085934.7474077,1999,0.0003998019965365529
1747085965.2107172,2079,0.00039999998989515007
1747085995.4854405,2159,0.00039999998989515007
1747086101.9162827,2439,0.00039999998989515007
1747086132.6441267,2519,0.00039999998989515007
1747086140.314803,2539,0.00039999998989515007
1747086155.6714694,2579,0.00039999998989515007
1747086171.0465424,2619,0.00039999998989515007
1747086278.6596422,2899,0.00039999998989515007
1747086302.1374676,2959,0.00039999998989515007
1747086440.876622,3159,0.00039999998989515007
1747086463.7306178,3219,0.00039999998989515007
1747086479.456183,3259,0.00039999998989515007
1747086494.8394864,3299,0.00039999998989515007
1747086556.5465782,3459,0.00039999998989515007
1747086594.8800597,3559,0.00039999998989515007
1747086703.150465,3839,0.00039999998989515007
1747086795.5635693,4079,0.00039999998989515007
1747086810.867143,4119,0.00039999998989515007
1747086872.8479369,4279,0.00039999998989515007
1747087059.3292747,4599,0.00039999998989515007
1747087174.3759577,4899,0.00039999998989515007
1747087182.0652373,4919,0.00039999998989515007
1747087283.4009964,5179,0.00039999998989515007
1747087291.032554,5199,0.00039999998989515007
1747087383.4062304,5439,0.00039999998989515007
1747087406.4196763,5499,0.00039999998989515007
1747087468.1590412,5659,0.00039999998989515007
1747087491.2179482,5719,0.00039999998989515007
1747087529.7028747,5819,0.00039999998989515007
1747087568.0936809,5919,0.00039999998989515007
1747087731.3716767,6179,0.00039999998989515007
1747087793.5064387,6339,0.00039999998989515007
1747087809.6218598,6379,0.00039999998989515007
1747087817.3723726,6399,0.00039999998989515007
1747087840.6041012,6459,0.00039999998989515007
1747088018.0167725,6919,0.00039999998989515007
1747088026.2448525,6939,0.00039999998989515007
1747088118.4007297,7179,0.00039999998989515007
1747088164.7894626,7299,0.00039999998989515007
1747088172.503676,7319,0.00039999998989515007
1747088180.1313233,7339,0.00039999998989515007
1747088335.5850747,7579,0.00039999998989515007
1747088397.4664512,7739,0.00039999998989515007
1747088428.3169756,7819,0.00039999998989515007
1747088443.8374877,7859,0.00039999998989515007
1747088520.9425607,8059,0.00039999998989515007
1747088536.3127725,8099,0.00039999998989515007
1747088622.0265555,8319,0.00039999998989515007
1747088676.2843761,8459,0.00039999998989515007
1747088784.6620343,8739,0.00039999998989515007
1747088792.329362,8759,0.00039999998989515007
1747088807.694907,8799,0.00039999998989515007
1747088862.2502475,8939,0.00039999998989515007
1747089041.0407937,9239,0.00039999998989515007
1747089071.7048068,9319,0.00039999998989515007
1747089141.7328825,9499,0.00039999998989515007
1747089149.4594798,9519,0.00039999998989515007
1747089188.0541434,9619,0.00039999998989515007
1747089195.6706147,9639,0.00039999998989515007
1747089241.7098596,9759,0.00039999998989515007
1747089420.5347655,10219,0.00039999998989515007
1747089435.9647088,10259,0.00039999998989515007
1747089443.7071323,10279,0.00039999998989515007
1747089451.441674,10299,0.00039999998989515007
1747089475.1370323,10359,0.00039999998989515007
1747089490.5136487,10399,0.00039999998989515007
1747089661.2660258,10679,0.00039999998989515007
1747089668.7975664,10699,0.00039999998989515007
1747089684.0299213,10739,0.00039999998989515007
1747089700.1197164,10779,0.00039999998989515007
1747089715.4242191,10819,0.00039999998989515007
1747089746.5769193,10899,0.00039999998989515007
1747089762.5313518,10939,0.00039999998989515007
1747089808.9856172,11059,0.00039999998989515007
1747089839.8115714,11139,0.00039999998989515007
1747089886.358131,11259,0.00039999998989515007
1747089901.9216373,11299,0.00039999998989515007
1747089932.5915976,11379,0.00039999998989515007
1747090056.0902271,11699,0.00039999998989515007
1747090102.8793678,11819,0.00039999998989515007
1747090134.3674586,11899,0.00039999998989515007
1747090150.3188677,11939,0.00039999998989515007
1747090352.1978095,12299,0.00039999998989515007
1747090421.590071,12479,0.00039999998989515007
1747090460.4885511,12579,0.00039999998989515007
1747090468.702491,12599,0.00039999998989515007
1747090530.4115295,12759,0.00039999998989515007
1747090576.7612977,12879,0.00039999998989515007
1747090584.3461096,12899,0.00039999998989515007
1747090692.7361124,13179,0.00039999998989515007
1747090763.1076324,13359,0.00039999998989515007
1747090824.2567286,13519,0.00039999998989515007
1747090832.0732381,13539,0.00039999998989515007
1747091019.6410217,13859,0.00039999998989515007
1747091035.4335763,13899,0.00039999998989515007
1747091244.6367495,14439,0.00039999998989515007
1747091259.9069571,14479,0.00039999998989515007
1747091275.321382,14519,0.00039999998989515007
1747091298.3557255,14579,0.00039999998989515007
1747091321.8632784,14639,0.00039999998989515007
1747091423.7291048,14899,0.00039999998989515007
1747091642.7690089,15299,0.00039999998989515007
1747091727.9950078,15519,0.00039999998989515007
1747091735.6919131,15539,0.00039999998989515007
1747091782.408943,15659,0.00039999998989515007
1747091829.0333164,15779,0.00039999998989515007
1747091953.5900042,16099,0.00039999998989515007
1747091961.345007,16119,0.00039999998989515007
1747091976.6562424,16159,0.00039999998989515007
1747092069.241911,16399,0.00039999998989515007
1747092232.7106793,16659,0.00039999998989515007
1747092295.6447742,16819,0.00039999998989515007
1747092426.6941094,17159,0.00039999998989515007
1747092465.6715138,17259,0.00039999998989515007
1747092496.5172472,17339,0.00039999998989515007
1747092535.6901608,17439,0.00039999998989515007
1747092650.7700398,17739,0.00039999998989515007
1747092735.654324,17959,0.00039999998989515007
1747092767.144466,18039,0.00039999998989515007
1747093054.7794218,18619,0.00039999998989515007
1747093070.3025184,18659,0.00039999998989515007
1747093148.3000023,18859,0.00039999998989515007
1747093202.9071536,18999,0.00039999998989515007
1747093310.9832194,19279,0.00039999998989515007
1747093652.765212,19999,0.00039999998989515007
1747093676.3678093,20059,0.00039999998989515007
1747093691.8047512,20099,0.00039999998989515007
1747093776.3969948,20319,0.00039999998989515007
1747093831.0665607,20459,0.00039999998989515007
1747093862.3041794,20539,0.00039999998989515007
1747093877.9690435,20579,0.00039999998989515007
1747093947.7051067,20759,0.00039999998989515007
1747094096.3070962,21139,0.00039999998989515007
1747094267.8765182,21419,0.00039999998989515007
1747094275.5532138,21439,0.00039999998989515007
1747094290.9048674,21479,0.00039999998989515007
1747094321.8187146,21559,0.00039999998989515007
1747094391.3005037,21739,0.00039999998989515007
1747094483.5385685,21979,0.00039999998989515007
1747094514.3552792,22059,0.00039999998989515007
1747094529.7238297,22099,0.00039999998989515007
1747094552.6702118,22159,0.00039999998989515007
1747094568.8607514,22199,0.00039999998989515007
1747094584.3558302,22239,0.00039999998989515007
1747094662.3302808,22439,0.00039999998989515007
1747094693.7177162,22519,0.00039999998989515007
1747094747.5481405,22659,0.00039999998989515007
1747094825.5409598,22699,0.00039999998989515007
1747094864.120025,22799,0.00039999998989515007
1747094918.3293095,22939,0.00039999998989515007
1747094956.575958,23039,0.00039999998989515007
1747094964.7529345,23059,0.00039999998989515007
1747095058.196606,23299,0.00039999998989515007
1747095135.6087239,23499,0.00039999998989515007
1747095150.7986789,23539,0.00039999998989515007
1747095158.551394,23559,0.00039999998989515007
1747095212.494255,23699,0.00039999998989515007
1747095283.4116013,23879,0.00039999998989515007
1747095291.6358778,23899,0.00039999998989515007
1747095384.293254,24139,0.00039999998989515007
1747095509.0003202,24299,0.00039999998989515007
1747095540.3219757,24379,0.00039999998989515007
1747095594.2226374,24519,0.00039999998989515007
1747095756.5158129,24939,0.00039999998989515007
1747095795.9682448,25039,0.00039999998989515007
1747095803.6150055,25059,0.00039999998989515007
1747095818.8883104,25099,0.00039999998989515007
1747095841.8911586,25159,0.00039999998989515007
1747095872.825881,25239,0.00039999998989515007
1747095919.4241784,25359,0.00039999998989515007
1747095950.9333668,25439,0.00039999998989515007
1747095989.471819,25539,0.00039999998989515007
1747096036.5317893,25659,0.00039999998989515007
1747096160.6840134,25819,0.00039999998989515007
1747096223.3875504,25979,0.00039999998989515007
1747096285.8178995,26139,0.00039999998989515007
1747096355.2073781,26319,0.00039999998989515007
1747096409.475179,26459,0.00039999998989515007
1747096433.2374208,26519,0.00039999998989515007
1747096441.07383,26539,0.00039999998989515007
1747096587.1196303,26919,0.00039999998989515007
1747096702.618606,27219,0.00039999998989515007
1747096796.3318994,27299,0.00039999998989515007
1747096882.4928231,27519,0.00039999998989515007
1747096890.1977363,27539,0.00039999998989515007
1747096920.9119854,27619,0.00039999998989515007
1747097208.2829854,28359,0.00039999998989515007
1747097433.5134459,28779,0.00039999998989515007
1747097441.1635556,28799,0.00039999998989515007
1747097580.4357076,29159,0.00039999998989515007
1747097588.1787336,29179,0.00039999998989515007
1747097611.7374728,29239,0.00039999998989515007
1747097712.832051,29499,0.00039999998989515007
1747097728.722037,29539,0.00039999998989515007
1747097813.9430676,29759,0.00039999998989515007
1747097837.1666305,29819,0.00039999998989515007
1747097868.0421107,29899,0.00039999998989515007
1747097930.300478,30059,0.00039999998989515007
1747097984.2913675,30199,0.00039999998989515007
1747097992.0781827,30219,0.00039999998989515007
1747098078.3670802,30279,0.00039999998989515007
1747098101.6236572,30339,0.00039999998989515007
1747098195.1004891,30579,0.00039999998989515007
1747098241.993891,30699,0.00039999998989515007
1747098272.5195923,30779,0.00039999998989515007
1747098349.8658743,30979,0.00039999998989515007
1747098373.7850327,31039,0.00039999998989515007
1747098482.127184,31319,0.00039999998989515007
1747098505.1658142,31379,0.00039999998989515007
1747098543.944777,31479,0.00039999998989515007
1747098567.3007798,31539,0.00039999998989515007
1747098636.2210975,31719,0.00039999998989515007
1747098783.8924057,31939,0.00039999998989515007
1747098822.38275,32039,0.00039999998989515007
1747098837.6573455,32079,0.00039999998989515007
1747099023.1768355,32559,0.00039999998989515007
1747099086.2120633,32719,0.00039999998989515007
1747099101.5720797,32759,0.00039999998989515007
1747099179.3124175,32959,0.00039999998989515007
1747099233.460878,33099,0.00039999998989515007
1747099419.0683625,33419,0.00039999998989515007
1747099473.8088553,33559,0.00039999998989515007
1747099489.097996,33599,0.00039999998989515007
1747099535.1235096,33719,0.00039999998989515007
1747099604.8653965,33899,0.00039999998989515007
1747099667.113419,34059,0.00039999998989515007
1747099682.3590238,34099,0.00039999998989515007
1747099705.5013657,34159,0.00039999998989515007
1747099728.9330437,34219,0.00039999998989515007
1747099736.5831954,34239,0.00039999998989515007
1747099790.8650763,34379,0.00039999998989515007
1747099829.736105,34479,0.00039999998989515007
1747099883.818285,34619,0.00039999998989515007
1747100016.4153247,34799,0.00039999998989515007
1747100062.7296884,34919,0.00039999998989515007
1747100133.5689652,35099,0.00039999998989515007
1747100219.5254004,35319,0.00039999998989515007
1747100297.1530333,35519,0.00039999998989515007
1747100312.5680497,35559,0.00039999998989515007
1747100366.7845786,35699,0.00039999998989515007
1747100405.4029353,35799,0.00039999998989515007
1747100428.5312622,35859,0.00039999998989515007
1747100490.320496,36019,0.00039999998989515007
1747100700.5465634,36399,0.00039999998989515007
1747100918.3480408,36959,0.00039999998989515007
1747100948.8519523,37039,0.00039999998989515007
1747101018.5752969,37219,0.00039999998989515007
1747101057.4777532,37319,0.00039999998989515007
1747101073.3003645,37359,0.00039999998989515007
1747101237.300441,37779,0.00039999998989515007
1747101385.2340393,37999,0.00039999998989515007
1747101408.2723973,38059,0.00039999998989515007
1747101454.321187,38179,0.00039999998989515007
1747101461.8938746,38199,0.00039999998989515007
1747101578.286127,38499,0.00039999998989515007
1747101586.4421628,38519,0.00039999998989515007
1747101671.8055053,38739,0.00039999998989515007
1747101702.8033936,38819,0.00039999998989515007
1747101741.9134655,38919,0.00039999998989515007
1747101757.3317435,38959,0.00039999998989515007
1747101827.543254,39139,0.00039999998989515007
1747101858.5797284,39219,0.00039999998989515007
1747101866.1704838,39239,0.00039999998989515007
1747101881.6753726,39279,0.00039999998989515007
1747101889.362877,39299,0.00039999998989515007
1747101967.776551,39339,0.00039999998989515007
1747102052.6882052,39559,0.00039999998989515007
1747102068.064793,39599,0.00039999998989515007
1747102130.853907,39759,0.00039999998989515007
1747102138.5746546,39779,0.00039999998989515007
1747102161.488367,39839,0.00039999998989515007
1747102433.7895646,40539,0.00039999998989515007
1747102831.1043074,41399,0.00039999998989515007
1747102900.9799163,41579,0.00039999998989515007
1747102978.0637968,41779,0.00039999998989515007
1747103063.8404903,41999,0.00039999998989515007
1747103086.8242629,42059,0.00039999998989515007
1747103133.6488938,42179,0.00039999998989515007
1747103172.3050492,42279,0.00039999998989515007
1747103179.9880567,42299,0.00039999998989515007
1747103267.6415524,42363,0.00039999998989515007
1747103273.780041,42379,0.00039999998989515007
1747103328.5305924,42519,0.00039999998989515007
1747103421.3291545,42759,0.00039999998989515007
1747103576.6550689,43159,0.00039999998989515007
1747103653.9697762,43359,0.00039999998989515007
1747103792.0067954,43719,0.00039999998989515007
1747103846.773955,43859,0.00039999998989515007
1747104019.4242609,44139,0.00039999998989515007
1747104066.1427472,44259,0.00039999998989515007
1747104142.9739099,44459,0.00039999998989515007
1747104228.446131,44679,0.00039999998989515007
1747104251.6977413,44739,0.00039999998989515007
1747104291.3792863,44839,0.00039999998989515007
1747104393.3656244,45099,0.00039999998989515007
1747104634.8407145,45559,0.00039999998989515007
1747104822.11293,46039,0.00039999998989515007
1747104907.8980296,46259,0.00039999998989515007
1747104931.3996654,46319,0.00039999998989515007
1747104969.8879228,46419,0.00039999998989515007
1747105031.9604917,46579,0.00039999998989515007
1747105109.753021,46779,0.00039999998989515007
1747105242.372178,46959,0.00039999998989515007
1747105296.4388933,47099,0.00039999998989515007
1747105529.6826491,47699,0.00039999998989515007
1747105560.7343202,47779,0.00039999998989515007
1747105568.3792436,47799,0.00039999998989515007
1747105599.19861,47879,0.00039999998989515007
1747105910.1479661,48519,0.00039999998989515007
1747105948.2184494,48619,0.00039999998989515007
1747105987.337772,48719,0.00039999998989515007
1747106088.2257307,48979,0.00039999998989515007
1747106150.160803,49139,0.00039999998989515007
1747106173.3361595,49199,0.00039999998989515007
1747106328.8968062,49599,0.00039999998989515007
1747106390.5505586,49759,0.00039999998989515007
1747106429.4112105,49859,0.00039999998989515007
1747106444.8849964,49899,0.00039999998989515007
1747106522.6173337,49939,0.00039999998989515007
1747106546.3968065,49999,0.00039999998989515007
1747106632.071715,50219,0.00039999998989515007
1747106647.6496475,50259,0.00039999998989515007
1747106663.0276477,50299,0.00039999998989515007
1747106717.544686,50439,0.00039999998989515007
1747106733.2298477,50479,0.00039999998989515007
1747106795.1491103,50639,0.00039999998989515007
1747107005.0432625,51179,0.00039999998989515007
1747107012.8914142,51199,0.00039999998989515007
