epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,7634.56,1.56721,1.40862,1.04509,0.68132,0.54992,0.61024,0.37747,1.44077,1.30608,1.02832,0.008812,0.008812,0.008812
14,8184.6,1.54783,1.38687,1.04049,0.70072,0.51978,0.60032,0.37714,1.42338,1.29032,1.01765,0.008713,0.008713,0.008713
15,8730.42,1.53674,1.37152,1.03714,0.70379,0.54705,0.62477,0.40096,1.41156,1.2628,1.01678,0.008614,0.008614,0.008614
16,9278.49,1.52993,1.34502,1.03099,0.66101,0.5454,0.62537,0.39523,1.41791,1.31581,1.01597,0.008515,0.008515,0.008515
17,9826.5,1.52134,1.34189,1.02807,0.68298,0.54446,0.6187,0.39201,1.4086,1.26353,1.01446,0.008416,0.008416,0.008416
18,10372.1,1.51586,1.32547,1.02324,0.70954,0.55049,0.63459,0.40467,1.39249,1.21389,1.00956,0.008317,0.008317,0.008317
19,10918.1,1.49872,1.31005,1.02178,0.70841,0.54177,0.62295,0.40569,1.39301,1.22403,1.00594,0.008218,0.008218,0.008218
20,11463.8,1.48947,1.30716,1.02338,0.72344,0.57231,0.65581,0.42265,1.37838,1.20268,1.00421,0.008119,0.008119,0.008119
21,12009.8,1.48853,1.28242,1.01857,0.72003,0.57572,0.65742,0.43326,1.36673,1.17188,1.00111,0.00802,0.00802,0.00802
22,12555.7,1.47845,1.2765,1.01504,0.70899,0.57601,0.65862,0.42276,1.35819,1.17977,0.99828,0.007921,0.007921,0.007921
23,13101.4,1.47967,1.26261,1.01713,0.68774,0.62813,0.67337,0.43687,1.35501,1.15903,0.99832,0.007822,0.007822,0.007822
24,13647.2,1.47176,1.25884,1.01384,0.70241,0.58887,0.66848,0.43579,1.36568,1.1593,1.00207,0.007723,0.007723,0.007723
25,14192.9,1.46168,1.24792,1.0109,0.72847,0.5648,0.66061,0.43251,1.35257,1.18559,0.99591,0.007624,0.007624,0.007624
26,14738.5,1.45797,1.2362,1.00747,0.71716,0.60501,0.68554,0.45956,1.3402,1.14905,0.99036,0.007525,0.007525,0.007525
27,15284.2,1.45487,1.236,1.00853,0.70201,0.61437,0.6775,0.44216,1.34329,1.14744,0.99271,0.007426,0.007426,0.007426
28,15863.5,1.4421,1.21136,1.00594,0.7022,0.61834,0.68146,0.44704,1.3428,1.13031,1.00247,0.007327,0.007327,0.007327
29,16461.5,1.43015,1.21577,1.00354,0.74237,0.60455,0.68959,0.45565,1.33399,1.12847,0.99481,0.007228,0.007228,0.007228
30,17048.1,1.42718,1.20294,1.0027,0.77744,0.6064,0.70394,0.468,1.31779,1.11675,0.98383,0.007129,0.007129,0.007129
31,17602.4,1.41731,1.1808,0.99739,0.78847,0.60969,0.70558,0.46856,1.31999,1.10466,0.98709,0.00703,0.00703,0.00703
32,18188.8,1.41001,1.17926,0.99766,0.73963,0.61751,0.6882,0.46334,1.3129,1.10344,0.98525,0.006931,0.006931,0.006931
33,18781.9,1.40779,1.17684,0.99602,0.7612,0.62424,0.71094,0.47667,1.30251,1.09682,0.98197,0.006832,0.006832,0.006832
34,19368.9,1.41063,1.16456,0.99425,0.7305,0.62854,0.70192,0.48148,1.30187,1.08469,0.9811,0.006733,0.006733,0.006733
35,19955.7,1.39967,1.15278,0.99022,0.78701,0.6048,0.71125,0.48802,1.30076,1.08329,0.97985,0.006634,0.006634,0.006634
36,20542,1.3922,1.14722,0.98761,0.74603,0.61395,0.70087,0.47673,1.30416,1.08047,0.97952,0.006535,0.006535,0.006535
37,21134,1.39331,1.13171,0.9893,0.78363,0.60996,0.70376,0.48348,1.30033,1.07831,0.98067,0.006436,0.006436,0.006436
38,21719.8,1.38886,1.13679,0.99011,0.75792,0.60104,0.70167,0.48038,1.29194,1.07004,0.98011,0.006337,0.006337,0.006337
39,22306.2,1.3833,1.11742,0.98186,0.76009,0.62978,0.71496,0.49521,1.2914,1.06587,0.97918,0.006238,0.006238,0.006238
40,22892.9,1.38071,1.11865,0.98607,0.75911,0.63753,0.71234,0.49382,1.28853,1.0623,0.97895,0.006139,0.006139,0.006139
41,23471.3,1.37118,1.10994,0.98434,0.77704,0.62102,0.71709,0.49277,1.28597,1.05505,0.97819,0.00604,0.00604,0.00604
42,24057.4,1.37253,1.10711,0.98397,0.75626,0.63138,0.71622,0.4975,1.27636,1.04885,0.97586,0.005941,0.005941,0.005941
43,24643.9,1.359,1.09013,0.98062,0.75783,0.63347,0.71423,0.49584,1.27396,1.04709,0.97474,0.005842,0.005842,0.005842
44,25230,1.36045,1.08507,0.97882,0.72983,0.65964,0.71263,0.49339,1.27917,1.04666,0.97923,0.005743,0.005743,0.005743
45,25805.4,1.35759,1.07491,0.97933,0.71491,0.66466,0.71799,0.5,1.27697,1.04544,0.97764,0.005644,0.005644,0.005644
46,26391.5,1.34678,1.06827,0.97716,0.75033,0.63537,0.72227,0.50122,1.27521,1.04284,0.97588,0.005545,0.005545,0.005545
47,26977.7,1.33913,1.05661,0.97459,0.71515,0.65615,0.72403,0.50089,1.27379,1.03399,0.97476,0.005446,0.005446,0.005446
48,27564.1,1.33097,1.05165,0.97081,0.71669,0.65162,0.72037,0.50401,1.27229,1.03841,0.97268,0.005347,0.005347,0.005347
49,28149.8,1.33484,1.04438,0.96921,0.78852,0.62323,0.72332,0.50742,1.2725,1.03947,0.9742,0.005248,0.005248,0.005248
50,28736.2,1.3281,1.03638,0.96766,0.72853,0.64613,0.72134,0.50565,1.27049,1.03426,0.97434,0.005149,0.005149,0.005149
51,29322,1.32809,1.03498,0.96781,0.72206,0.65172,0.71658,0.50217,1.27256,1.033,0.9755,0.00505,0.00505,0.00505
52,29908.3,1.32206,1.03179,0.9697,0.76615,0.62566,0.72354,0.50655,1.27561,1.02861,0.97757,0.004951,0.004951,0.004951
53,30453.5,1.31871,1.01887,0.96653,0.69821,0.66927,0.72223,0.50374,1.27194,1.02959,0.97542,0.004852,0.004852,0.004852
54,31004.8,1.31558,1.00715,0.9658,0.74568,0.64832,0.71995,0.50454,1.26924,1.03132,0.97424,0.004753,0.004753,0.004753
55,31591.1,1.30771,0.99528,0.96274,0.75725,0.63951,0.72387,0.51045,1.26736,1.03084,0.97343,0.004654,0.004654,0.004654
56,32136.6,1.30527,0.99871,0.96137,0.77032,0.63892,0.72176,0.50406,1.26728,1.02843,0.9749,0.004555,0.004555,0.004555
57,32681.9,1.29601,0.98136,0.96024,0.7438,0.65551,0.7264,0.50875,1.26778,1.03041,0.97772,0.004456,0.004456,0.004456
58,33260.3,1.2917,0.9807,0.95927,0.76243,0.64701,0.72756,0.50783,1.26537,1.02934,0.97631,0.004357,0.004357,0.004357
59,33845.8,1.29053,0.97475,0.95837,0.80503,0.61434,0.72543,0.51472,1.26659,1.02724,0.97701,0.004258,0.004258,0.004258
60,34431.8,1.28006,0.96177,0.95569,0.75988,0.64857,0.72864,0.5142,1.26502,1.02359,0.97764,0.004159,0.004159,0.004159
61,35017.7,1.27999,0.9585,0.95231,0.74914,0.65571,0.72665,0.51392,1.26462,1.01876,0.97973,0.00406,0.00406,0.00406
62,35603.8,1.27664,0.95351,0.95348,0.74328,0.65286,0.72548,0.51177,1.26082,1.01918,0.97813,0.003961,0.003961,0.003961
63,36190.2,1.26703,0.93892,0.94865,0.745,0.64695,0.72379,0.51058,1.26141,1.02077,0.97904,0.003862,0.003862,0.003862
64,36735.4,1.26824,0.93711,0.94913,0.77977,0.63084,0.7274,0.5113,1.26454,1.02296,0.9787,0.003763,0.003763,0.003763
65,37280.6,1.2635,0.93045,0.94674,0.78419,0.63441,0.73212,0.51443,1.26191,1.0227,0.97715,0.003664,0.003664,0.003664
66,37826.1,1.2509,0.91425,0.9466,0.75434,0.65013,0.72514,0.51109,1.26119,1.0262,0.9782,0.003565,0.003565,0.003565
67,38371.4,1.25967,0.91898,0.94569,0.76336,0.64195,0.72947,0.51046,1.26171,1.02735,0.97839,0.003466,0.003466,0.003466
68,38916.5,1.24236,0.90206,0.94518,0.7536,0.64916,0.72914,0.50993,1.26168,1.02933,0.97858,0.003367,0.003367,0.003367
69,39461.6,1.24092,0.89777,0.94412,0.74613,0.65879,0.72746,0.50936,1.26138,1.0296,0.97984,0.003268,0.003268,0.003268
70,40006.7,1.23809,0.88612,0.94043,0.77075,0.64725,0.7259,0.50989,1.26369,1.03486,0.98224,0.003169,0.003169,0.003169
71,40553.1,1.22685,0.87947,0.93554,0.76248,0.65045,0.72466,0.50937,1.26363,1.03553,0.98292,0.00307,0.00307,0.00307
72,41141,1.22742,0.87157,0.93865,0.75512,0.6549,0.7267,0.51034,1.26217,1.03454,0.98218,0.002971,0.002971,0.002971
73,41725.9,1.2207,0.86181,0.93755,0.7457,0.66643,0.7271,0.51007,1.26378,1.03607,0.98344,0.002872,0.002872,0.002872
74,42311.4,1.2116,0.85751,0.93438,0.75383,0.66178,0.72761,0.51021,1.26389,1.03473,0.98371,0.002773,0.002773,0.002773
75,42896.8,1.21121,0.85349,0.9332,0.75783,0.65291,0.72455,0.50871,1.26346,1.03435,0.98387,0.002674,0.002674,0.002674
76,43482.6,1.20428,0.83772,0.93034,0.75859,0.65222,0.72534,0.50868,1.26402,1.03532,0.9841,0.002575,0.002575,0.002575
77,44068.8,1.19989,0.83347,0.92933,0.76428,0.66048,0.72495,0.50728,1.26292,1.03618,0.98302,0.002476,0.002476,0.002476
78,44614,1.19433,0.82569,0.92741,0.77726,0.65373,0.72347,0.50703,1.26349,1.03711,0.98281,0.002377,0.002377,0.002377
79,45159.2,1.19142,0.82332,0.92691,0.7723,0.64662,0.72265,0.50741,1.26276,1.03876,0.98172,0.002278,0.002278,0.002278
80,45704.3,1.18481,0.81168,0.92255,0.78379,0.64057,0.72363,0.50664,1.26232,1.03919,0.9819,0.002179,0.002179,0.002179
81,46249.6,1.17789,0.80387,0.92231,0.78372,0.63567,0.72244,0.50602,1.26218,1.0416,0.98225,0.00208,0.00208,0.00208
82,46794.5,1.17106,0.79633,0.92103,0.78957,0.63589,0.72395,0.50604,1.26322,1.04408,0.98275,0.001981,0.001981,0.001981
83,47339.7,1.15698,0.78468,0.91919,0.76461,0.64803,0.72382,0.50691,1.26366,1.04565,0.98292,0.001882,0.001882,0.001882
84,47884.7,1.1627,0.7799,0.91795,0.76172,0.65093,0.72406,0.50634,1.26427,1.04808,0.98343,0.001783,0.001783,0.001783
85,48430,1.1572,0.77423,0.91701,0.75483,0.65415,0.72303,0.50571,1.26474,1.04895,0.98372,0.001684,0.001684,0.001684
